LLM,Intervention,Budget,pre score,post score
Gemini 2.5,military,108,0.733939938,0.595820918
Gemini 2.5,military,108,0.668239739,0.616949959
Gemini 2.5,military,108,0.643275832,0.602808833
Gemini 2.5,military,108,0.625780349,0.590079857
Gemini 2.5,military,108,0.718415063,0.595446693
Gemini 2.5,military,108,0.698223926,0.608923744
Gemini 2.5,military,108,0.684032175,0.574119416
Gemini 2.5,military,108,0.639741037,0.612449182
Gemini 2.5,military,108,0.645003476,0.575937082
Gemini 2.5,military,108,0.697444023,0.544121706
Gemini 2.5,military,108,0.681127703,0.563632402
Gemini 2.5,military,108,0.747861396,0.542656009
Gemini 2.5,military,108,0.749852454,0.580239093
Gemini 2.5,military,108,0.710068695,0.530525246
Gemini 2.5,military,108,0.618339052,0.573005176
Gemini 2.5,military,108,0.643723578,0.552439627
Gemini 2.5,military,108,0.592906908,0.531760082
Gemini 2.5,disaster,27,0.754826407,0.567502979
Gemini 2.5,disaster,27,0.750255011,0.594481975
Gemini 2.5,disaster,27,0.726842346,0.599352251
Gemini 2.5,disaster,27,0.741227985,0.584679531
Gemini 2.5,disaster,27,0.689646776,0.591879586
Gemini 2.5,disaster,27,0.653668605,0.577848434
Gemini 2.5,disaster,27,0.726815769,0.60994546
Gemini 2.5,disaster,27,0.642426666,0.576375206
Gemini 2.5,disaster,27,0.660433135,0.605291192
Gemini 2.5,disaster,27,0.689137217,0.571568627
Gemini 2.5,disaster,27,0.700479256,0.599084772
Gemini 2.5,disaster,27,0.611349929,0.597752981
Gemini 2.5,disaster,27,0.672354459,0.5811486
Gemini 2.5,disaster,27,0.665180625,0.597207741
Gemini 2.5,disaster,27,0.624644097,0.599107072
Gemini 2.5,disaster,27,0.641275995,0.602557395
Gemini 2.5,disaster,27,0.6467189,0.609419248
Gemini 2.5,disaster,27,0.687757587,0.617897073
Gemini 2.5,disaster,27,0.7034926,0.59568526
Gemini 2.5,disaster,27,0.648830198,0.596235616
Gemini 2.5,disaster,27,0.717402203,0.626638284
Gemini 2.5,disaster,27,0.679513127,0.604003232
Gemini 2.5,disaster,27,0.672721926,0.602139883
Gemini 2.5,disaster,27,0.73453769,0.605945513
Gemini 2.5,disaster,27,0.713563154,0.596054431
Gemini 2.5,disaster,27,0.671125046,0.637544589
Gemini 2.5,disaster,27,0.703496735,0.591712767
Gemini 2.5,disaster,27,0.700192696,0.595884754
Gemini 2.5,disaster,27,0.712656416,0.619834323
Gemini 2.5,disaster,27,0.689782951,0.611594221
Gemini 2.5,disaster,27,0.638097903,0.596303874
Gemini 2.5,disaster,27,0.649756812,0.589195095
Gemini 2.5,disaster,27,0.724658044,0.632638263
Gemini 2.5,disaster,27,0.750924788,0.605808012
Gemini 2.5,disaster,27,0.725412581,0.621930623
Gemini 2.5,disaster,27,0.599803305,0.584876979
Gemini 2.5,disaster,27,0.765149548,0.598092028
Gemini 2.5,disaster,27,0.659636055,0.619601128
Gemini 2.5,disaster,27,0.683172684,0.60533155
Gemini 2.5,disaster,27,0.726234979,0.608585483
Gemini 2.5,disaster,27,0.724841798,0.632136731
Gemini 2.5,disaster,27,0.717133168,0.590546468
Gemini 2.5,disaster,27,0.726797876,0.606319871
Gemini 2.5,disaster,27,0.723723452,0.590509358
Gemini 2.5,disaster,27,0.707811993,0.605745977
Gemini 2.5,disaster,27,0.682345002,0.610140211
Gemini 2.5,disaster,27,0.680215223,0.599450416
Gemini 2.5,disaster,27,0.55513416,0.603033287
Gemini 2.5,disaster,27,0.747945946,0.578626346
Gemini 2.5,disaster,27,0.628849177,0.604755306
Gemini 2.5,disaster,54,0.653766219,0.534516529
Gemini 2.5,disaster,54,0.651346601,0.569709528
Gemini 2.5,disaster,54,0.675618729,0.556307136
Gemini 2.5,disaster,54,0.713194844,0.542032284
Gemini 2.5,disaster,54,0.682552493,0.569554482
Gemini 2.5,disaster,54,0.64512834,0.64909675
Gemini 2.5,disaster,54,0.725359682,0.573589021
Gemini 2.5,disaster,54,0.604786526,0.630743479
Gemini 2.5,disaster,54,0.702195563,0.582318013
Gemini 2.5,disaster,54,0.598558128,0.636168507
Gemini 2.5,disaster,54,0.623742504,0.56790846
Gemini 2.5,disaster,54,0.76799134,0.549482999
Gemini 2.5,disaster,54,0.720336407,0.524579434
Gemini 2.5,disaster,54,0.635676578,0.489066993
Gemini 2.5,disaster,54,0.680676914,0.642001234
Gemini 2.5,disaster,54,0.661074273,0.543956688
Gemini 2.5,disaster,54,0.768333367,0.606189694
Gemini 2.5,disaster,54,0.615575946,0.567243898
Gemini 2.5,disaster,54,0.64251798,0.644286256
Gemini 2.5,disaster,54,0.667965232,0.589611041
Gemini 2.5,disaster,54,0.728745003,0.574928917
Gemini 2.5,disaster,54,0.55617944,0.57037156
Gemini 2.5,disaster,54,0.639525781,0.583431716
Gemini 2.5,disaster,54,0.724679009,0.541275621
Gemini 2.5,disaster,54,0.745514786,0.54565255
Gemini 2.5,disaster,54,0.696057925,0.548916445
Gemini 2.5,disaster,54,0.742751226,0.563309591
Gemini 2.5,disaster,54,0.678921857,0.576173139
Gemini 2.5,disaster,54,0.649334088,0.662647016
Gemini 2.5,disaster,54,0.593737365,0.501737304
Gemini 2.5,disaster,54,0.67430751,0.57426945
Gemini 2.5,disaster,54,0.501236066,0.601404714
Gemini 2.5,disaster,54,0.669777301,0.516622896
Gemini 2.5,disaster,54,0.808608452,0.563261197
Gemini 2.5,disaster,54,0.741084059,0.687193902
Gemini 2.5,disaster,54,0.671762955,0.589950963
Gemini 2.5,disaster,54,0.735526013,0.557434377
Gemini 2.5,disaster,54,0.788909115,0.586929828
Gemini 2.5,disaster,54,0.676335739,0.526238257
Gemini 2.5,disaster,54,0.60943872,0.572849669
Gemini 2.5,disaster,54,0.614985302,0.614723552
Gemini 2.5,disaster,54,0.610401146,0.596343402
Gemini 2.5,disaster,54,0.665822985,0.560072436
Gemini 2.5,disaster,54,0.64023885,0.576061391
Gemini 2.5,disaster,54,0.641043767,0.591344358
Gemini 2.5,disaster,54,0.626173384,0.558762195
Gemini 2.5,disaster,54,0.724048455,0.529849017
Gemini 2.5,disaster,54,0.626723545,0.612726822
Gemini 2.5,disaster,54,0.662805562,0.619834723
Gemini 2.5,disaster,54,0.668926929,0.627320565
Gemini 2.5,disaster,108,0.56623218,0.58021691
Gemini 2.5,disaster,108,0.748791793,0.528669681
Gemini 2.5,disaster,108,0.658888422,0.556522794
Gemini 2.5,disaster,108,0.678897832,0.605625683
Gemini 2.5,disaster,108,0.714993862,0.560091007
Gemini 2.5,disaster,108,0.65258028,0.633000975
Gemini 2.5,disaster,108,0.696542103,0.522947271
Gemini 2.5,disaster,108,0.602486169,0.586543461
Gemini 2.5,disaster,108,0.705863123,0.559631322
Gemini 2.5,disaster,108,0.713536771,0.501963935
Gemini 2.5,disaster,108,0.678042019,0.536718133
Gemini 2.5,disaster,108,0.653256432,0.494329307
Gemini 2.5,disaster,108,0.735664015,0.57508749
Gemini 2.5,disaster,108,0.671640093,0.610683985
Gemini 2.5,disaster,108,0.634524401,0.58831302
Gemini 2.5,disaster,108,0.733817191,0.576426523
Gemini 2.5,disaster,108,0.766478072,0.586265106
Gemini 2.5,disaster,108,0.711267574,0.464604123
Gemini 2.5,disaster,108,0.622115935,0.509040166
Gemini 2.5,disaster,108,0.672500127,0.604955361
Gemini 2.5,disaster,108,0.658887702,0.572662484
Gemini 2.5,disaster,108,0.591400809,0.51785873
Gemini 2.5,disaster,108,0.61526538,0.491175185
Gemini 2.5,disaster,108,0.781953239,0.593351638
Gemini 2.5,disaster,108,0.697129533,0.5888664
Gemini 2.5,disaster,108,0.597888195,0.57315772
Gemini 2.5,disaster,108,0.645864962,0.50984745
Gemini 2.5,disaster,108,0.645950701,0.546063049
Gemini 2.5,disaster,108,0.663763091,0.550157861
Gemini 2.5,disaster,108,0.643200105,0.490228588
Gemini 2.5,disaster,108,0.731168914,0.546319206
Gemini 2.5,disaster,108,0.683988165,0.499922969
Gemini 2.5,disaster,108,0.748373882,0.527768198
Gemini 2.5,disaster,108,0.702146731,0.547986531
Gemini 2.5,disaster,108,0.662612388,0.539532224
Gemini 2.5,disaster,108,0.617491055,0.513394562
Gemini 2.5,disaster,108,0.71470083,0.474266889
Gemini 2.5,disaster,108,0.620103494,0.578385689
Gemini 2.5,disaster,108,0.661307552,0.587404787
Gemini 2.5,disaster,108,0.723005333,0.597669507
Gemini 2.5,disaster,108,0.657097709,0.527048039
Gemini 2.5,disaster,108,0.736533876,0.490911091
Gemini 2.5,disaster,108,0.742251274,0.583396448
Gemini 2.5,disaster,108,0.642858153,0.56621885
Gemini 2.5,disaster,108,0.740580352,0.557391899
Gemini 2.5,disaster,108,0.747296989,0.590497118
Gemini 2.5,disaster,108,0.644757061,0.527445167
Gemini 2.5,disaster,108,0.6386824,0.514285374
Gemini 2.5,disaster,108,0.606395901,0.597397566
Gemini 2.5,disaster,108,0.769225832,0.51775253
Gemini 2.5,interpersonal,27,0.737745549,0.572449009
Gemini 2.5,interpersonal,27,0.673585033,0.572176613
Gemini 2.5,interpersonal,27,0.661694064,0.581472364
Gemini 2.5,interpersonal,27,0.713884795,0.554822128
Gemini 2.5,interpersonal,27,0.73136193,0.560544641
Gemini 2.5,interpersonal,27,0.67278098,0.578609805
Gemini 2.5,interpersonal,27,0.572808022,0.565702303
Gemini 2.5,interpersonal,27,0.732738259,0.591450509
Gemini 2.5,interpersonal,27,0.764622485,0.565926359
Gemini 2.5,interpersonal,27,0.63758199,0.594449352
Gemini 2.5,interpersonal,27,0.695049766,0.575883025
Gemini 2.5,interpersonal,27,0.692122392,0.588410942
Gemini 2.5,interpersonal,27,0.689733417,0.590532448
Gemini 2.5,interpersonal,27,0.706861491,0.56559925
Gemini 2.5,interpersonal,27,0.677738976,0.57653618
Gemini 2.5,interpersonal,27,0.744109675,0.567858583
Gemini 2.5,interpersonal,27,0.622681034,0.566628974
Gemini 2.5,interpersonal,27,0.81272343,0.582797883
Gemini 2.5,interpersonal,27,0.662972435,0.575694284
Gemini 2.5,interpersonal,27,0.633264042,0.569612934
Gemini 2.5,interpersonal,27,0.759145238,0.568299435
Gemini 2.5,interpersonal,27,0.627032696,0.583948541
Gemini 2.5,interpersonal,27,0.7390837,0.574846805
Gemini 2.5,interpersonal,27,0.802467477,0.577968932
Gemini 2.5,interpersonal,27,0.669546836,0.54682963
Gemini 2.5,interpersonal,27,0.66711751,0.561823425
Gemini 2.5,interpersonal,27,0.765115144,0.571605106
Gemini 2.5,interpersonal,27,0.713259548,0.607990083
Gemini 2.5,interpersonal,27,0.683104238,0.573930554
Gemini 2.5,interpersonal,27,0.696065664,0.57490847
Gemini 2.5,interpersonal,27,0.659677162,0.567469754
Gemini 2.5,interpersonal,27,0.655503902,0.572226767
Gemini 2.5,interpersonal,27,0.674443204,0.59734043
Gemini 2.5,interpersonal,27,0.718567011,0.567042669
Gemini 2.5,interpersonal,27,0.64738673,0.571013028
Gemini 2.5,interpersonal,27,0.579373998,0.557055189
Gemini 2.5,interpersonal,27,0.71214492,0.58862528
Gemini 2.5,interpersonal,27,0.778428723,0.571329574
Gemini 2.5,interpersonal,27,0.633934632,0.557016532
Gemini 2.5,interpersonal,27,0.755352314,0.589906865
Gemini 2.5,interpersonal,27,0.597292543,0.57863587
Gemini 2.5,interpersonal,27,0.60106336,0.5565269
Gemini 2.5,interpersonal,27,0.627307018,0.579287228
Gemini 2.5,interpersonal,27,0.827279952,0.594748176
Gemini 2.5,interpersonal,27,0.60879354,0.582636445
Gemini 2.5,interpersonal,27,0.608799722,0.575003465
Gemini 2.5,interpersonal,27,0.737756453,0.580605572
Gemini 2.5,interpersonal,27,0.601537499,0.563555668
Gemini 2.5,interpersonal,27,0.720985551,0.577101441
Gemini 2.5,interpersonal,27,0.59637395,0.583564579
Gemini 2.5,interpersonal,54,0.68016761,0.591924997
Gemini 2.5,interpersonal,54,0.600070714,0.599819212
Gemini 2.5,interpersonal,54,0.69122215,0.550622256
Gemini 2.5,interpersonal,54,0.6504666,0.618219613
Gemini 2.5,interpersonal,54,0.676937803,0.589443664
Gemini 2.5,interpersonal,54,0.611321163,0.634372738
Gemini 2.5,interpersonal,54,0.637752218,0.639607884
Gemini 2.5,interpersonal,54,0.686359827,0.614857899
Gemini 2.5,interpersonal,54,0.765659184,0.607036522
Gemini 2.5,interpersonal,54,0.713023596,0.588948454
Gemini 2.5,interpersonal,54,0.672576881,0.654168703
Gemini 2.5,interpersonal,54,0.701004724,0.542179434
Gemini 2.5,interpersonal,54,0.733760633,0.571606141
Gemini 2.5,interpersonal,54,0.748142323,0.58860605
Gemini 2.5,interpersonal,54,0.677466789,0.601356039
Gemini 2.5,interpersonal,54,0.70595232,0.465241192
Gemini 2.5,interpersonal,54,0.724914592,0.558256041
Gemini 2.5,interpersonal,54,0.599754434,0.636757527
Gemini 2.5,interpersonal,54,0.716505326,0.610641142
Gemini 2.5,interpersonal,54,0.725848729,0.554858236
Gemini 2.5,interpersonal,54,0.711888908,0.534470116
Gemini 2.5,interpersonal,54,0.716483493,0.696960585
Gemini 2.5,interpersonal,54,0.75222631,0.587761853
Gemini 2.5,interpersonal,54,0.63283252,0.590647627
Gemini 2.5,interpersonal,54,0.727553774,0.54180988
Gemini 2.5,interpersonal,54,0.713099932,0.570947725
Gemini 2.5,interpersonal,54,0.682095253,0.558928158
Gemini 2.5,interpersonal,54,0.760267683,0.532084407
Gemini 2.5,interpersonal,54,0.77050685,0.596814415
Gemini 2.5,interpersonal,54,0.691716218,0.666818618
Gemini 2.5,interpersonal,54,0.734750701,0.513758077
Gemini 2.5,interpersonal,54,0.571875539,0.559683886
Gemini 2.5,interpersonal,54,0.67886446,0.635270089
Gemini 2.5,interpersonal,54,0.696912642,0.661728413
Gemini 2.5,interpersonal,54,0.692155826,0.610643453
Gemini 2.5,interpersonal,54,0.688453684,0.572694055
Gemini 2.5,interpersonal,54,0.683055388,0.596529763
Gemini 2.5,interpersonal,54,0.810526785,0.51460096
Gemini 2.5,interpersonal,54,0.714354124,0.600681335
Gemini 2.5,interpersonal,54,0.604208595,0.659547075
Gemini 2.5,interpersonal,54,0.69770282,0.564774029
Gemini 2.5,interpersonal,54,0.678412016,0.575504176
Gemini 2.5,interpersonal,54,0.720822436,0.567538714
Gemini 2.5,interpersonal,54,0.622629059,0.574110521
Gemini 2.5,interpersonal,54,0.686206071,0.560829564
Gemini 2.5,interpersonal,54,0.650280008,0.593868499
Gemini 2.5,interpersonal,54,0.75295025,0.596226274
Gemini 2.5,interpersonal,54,0.68979334,0.613896717
Gemini 2.5,interpersonal,54,0.674327765,0.549695466
Gemini 2.5,interpersonal,54,0.724139933,0.582651804
Gemini 2.5,interpersonal,108,0.700795135,0.616454491
Gemini 2.5,interpersonal,108,0.663121368,0.594408308
Gemini 2.5,interpersonal,108,0.604023448,0.560634882
Gemini 2.5,interpersonal,108,0.572631929,0.602660826
Gemini 2.5,interpersonal,108,0.676432272,0.537327393
Gemini 2.5,interpersonal,108,0.651207984,0.566619959
Gemini 2.5,interpersonal,108,0.61586389,0.58467979
Gemini 2.5,interpersonal,108,0.649665316,0.570198254
Gemini 2.5,interpersonal,108,0.617321588,0.539002895
Gemini 2.5,interpersonal,108,0.629823964,0.569342484
Gemini 2.5,interpersonal,108,0.629194247,0.624260745
Gemini 2.5,interpersonal,108,0.602078959,0.574324861
Gemini 2.5,interpersonal,108,0.618991727,0.593036459
Gemini 2.5,interpersonal,108,0.669728643,0.628031519
Gemini 2.5,interpersonal,108,0.65656086,0.608399489
Gemini 2.5,interpersonal,108,0.604052769,0.669107053
Gemini 2.5,interpersonal,108,0.660043042,0.672860484
Gemini 2.5,interpersonal,108,0.646307046,0.56018013
Gemini 2.5,interpersonal,108,0.627198059,0.549571696
Gemini 2.5,interpersonal,108,0.61485117,0.576115681
Gemini 2.5,interpersonal,108,0.62992827,0.641121587
Gemini 2.5,interpersonal,108,0.675451422,0.629473686
Gemini 2.5,interpersonal,108,0.589472526,0.551293511
Gemini 2.5,interpersonal,108,0.685968136,0.612259308
Gemini 2.5,interpersonal,108,0.572539513,0.573650187
Gemini 2.5,interpersonal,108,0.642367365,0.502644304
Gemini 2.5,interpersonal,108,0.658536542,0.569017201
Gemini 2.5,interpersonal,108,0.570334588,0.599177851
Gemini 2.5,interpersonal,108,0.647039847,0.640627306
Gemini 2.5,interpersonal,108,0.619905269,0.590518499
Gemini 2.5,interpersonal,108,0.695297737,0.632307912
Gemini 2.5,interpersonal,108,0.650785268,0.591764953
Gemini 2.5,interpersonal,108,0.652974808,0.613646306
Gemini 2.5,interpersonal,108,0.631439555,0.656573401
Gemini 2.5,interpersonal,108,0.616401387,0.653596497
Gemini 2.5,interpersonal,108,0.680507185,0.59780028
Gemini 2.5,interpersonal,108,0.605761192,0.629134425
Gemini 2.5,interpersonal,108,0.708714383,0.623117685
Gemini 2.5,interpersonal,108,0.556729927,0.642186801
Gemini 2.5,interpersonal,108,0.610351088,0.63800539
Gemini 2.5,interpersonal,108,0.591275786,0.659423603
Gemini 2.5,interpersonal,108,0.584876409,0.625601101
Gemini 2.5,interpersonal,108,0.616228349,0.554897609
Gemini 2.5,interpersonal,108,0.599688661,0.563466994
Gemini 2.5,interpersonal,108,0.639780191,0.604665603
Gemini 2.5,interpersonal,108,0.665452798,0.62908121
Gemini 2.5,interpersonal,108,0.579483597,0.580599203
Gemini 2.5,interpersonal,108,0.654780272,0.59836937
Gemini 2.5,interpersonal,108,0.597567226,0.606009983
Gemini 2.5,interpersonal,108,0.610467283,0.592750837
Gemini 2.5,accident,27,0.762063563,0.6597024
Gemini 2.5,accident,27,0.71338225,0.515878593
Gemini 2.5,accident,27,0.672100552,0.61737548
Gemini 2.5,accident,27,0.677884382,0.550535591
Gemini 2.5,accident,27,0.681561001,0.469258638
Gemini 2.5,accident,27,0.679218339,0.581925129
Gemini 2.5,accident,27,0.811816796,0.694550601
Gemini 2.5,accident,27,0.765599011,0.599437761
Gemini 2.5,accident,27,0.777137291,0.679494545
Gemini 2.5,accident,27,0.68409882,0.540214552
Gemini 2.5,accident,27,0.641122051,0.567185122
Gemini 2.5,accident,27,0.580661845,0.588890695
Gemini 2.5,accident,27,0.731845491,0.654229384
Gemini 2.5,accident,27,0.647365095,0.395860303
Gemini 2.5,accident,27,0.750712476,0.528878715
Gemini 2.5,accident,27,0.739325717,0.63207662
Gemini 2.5,accident,27,0.63145667,0.458042983
Gemini 2.5,accident,27,0.718250619,0.537909426
Gemini 2.5,accident,27,0.754191322,0.613606125
Gemini 2.5,accident,27,0.707276471,0.575978414
Gemini 2.5,accident,27,0.713470787,0.610707118
Gemini 2.5,accident,27,0.747549382,0.594379698
Gemini 2.5,accident,27,0.745575468,0.569720957
Gemini 2.5,accident,27,0.613812702,0.637259264
Gemini 2.5,accident,27,0.685260482,0.449920846
Gemini 2.5,accident,27,0.697585342,0.638652703
Gemini 2.5,accident,27,0.714657712,0.640495531
Gemini 2.5,accident,27,0.650431863,0.557061359
Gemini 2.5,accident,27,0.71972014,0.588216388
Gemini 2.5,accident,27,0.689369457,0.575203795
Gemini 2.5,accident,27,0.702798197,0.588635622
Gemini 2.5,accident,27,0.764676861,0.535272625
Gemini 2.5,accident,27,0.75443978,0.712085083
Gemini 2.5,accident,27,0.749620516,0.569857669
Gemini 2.5,accident,27,0.690639547,0.491216891
Gemini 2.5,accident,27,0.672308375,0.514938403
Gemini 2.5,accident,27,0.681591255,0.56854076
Gemini 2.5,accident,27,0.696344697,0.450137928
Gemini 2.5,accident,27,0.761128885,0.566998826
Gemini 2.5,accident,27,0.70444686,0.599281465
Gemini 2.5,accident,27,0.616727894,0.637137136
Gemini 2.5,accident,27,0.624650063,0.662903905
Gemini 2.5,accident,27,0.693313907,0.473005822
Gemini 2.5,accident,27,0.669998043,0.446832997
Gemini 2.5,accident,27,0.733352794,0.606517803
Gemini 2.5,accident,27,0.670511934,0.620261388
Gemini 2.5,accident,27,0.717163606,0.551771081
Gemini 2.5,accident,27,0.716868372,0.566366113
Gemini 2.5,accident,27,0.634466419,0.421026841
Gemini 2.5,accident,27,0.590448898,0.494562907
Gemini 2.5,accident,54,0.668454629,0.571544904
Gemini 2.5,accident,54,0.642213814,0.644006809
Gemini 2.5,accident,54,0.643485294,0.619941741
Gemini 2.5,accident,54,0.744558879,0.602709961
Gemini 2.5,accident,54,0.802454006,0.63260579
Gemini 2.5,accident,54,0.745974835,0.556734837
Gemini 2.5,accident,54,0.605745729,0.538714369
Gemini 2.5,accident,54,0.6527624,0.570284624
Gemini 2.5,accident,54,0.738766255,0.527552096
Gemini 2.5,accident,54,0.636621861,0.591205611
Gemini 2.5,accident,54,0.608128783,0.525852642
Gemini 2.5,accident,54,0.660100703,0.545278036
Gemini 2.5,accident,54,0.571307998,0.51967074
Gemini 2.5,accident,54,0.673757498,0.566438402
Gemini 2.5,accident,54,0.759166951,0.53111283
Gemini 2.5,accident,54,0.736675076,0.633926697
Gemini 2.5,accident,54,0.72430706,0.586756099
Gemini 2.5,accident,54,0.686934345,0.58280964
Gemini 2.5,accident,54,0.741465941,0.569038783
Gemini 2.5,accident,54,0.814309697,0.616545807
Gemini 2.5,accident,54,0.731859038,0.546270825
Gemini 2.5,accident,54,0.774235232,0.615121904
Gemini 2.5,accident,54,0.762742993,0.50020338
Gemini 2.5,accident,54,0.801817922,0.538026058
Gemini 2.5,accident,54,0.683111692,0.561280954
Gemini 2.5,accident,54,0.60095912,0.58023558
Gemini 2.5,accident,54,0.745038471,0.556623757
Gemini 2.5,accident,54,0.675795551,0.547248453
Gemini 2.5,accident,54,0.649390108,0.56284613
Gemini 2.5,accident,54,0.741755682,0.595566238
Gemini 2.5,accident,54,0.671769235,0.631719185
Gemini 2.5,accident,54,0.730106982,0.590799596
Gemini 2.5,accident,54,0.658520232,0.607944794
Gemini 2.5,accident,54,0.722368519,0.541664526
Gemini 2.5,accident,54,0.678844817,0.643783703
Gemini 2.5,accident,54,0.734868974,0.630170272
Gemini 2.5,accident,54,0.711806348,0.556052376
Gemini 2.5,accident,54,0.615225763,0.646213331
Gemini 2.5,accident,54,0.651941527,0.504198938
Gemini 2.5,accident,54,0.721341635,0.591515811
Gemini 2.5,accident,54,0.65190743,0.591734848
Gemini 2.5,accident,54,0.690027878,0.516808703
Gemini 2.5,accident,54,0.786313035,0.508960102
Gemini 2.5,accident,54,0.790959782,0.608446498
Gemini 2.5,accident,54,0.75620453,0.59335316
Gemini 2.5,accident,54,0.652769596,0.527417417
Gemini 2.5,accident,54,0.717437986,0.638645214
Gemini 2.5,accident,54,0.64309233,0.597318583
Gemini 2.5,accident,54,0.618769375,0.632031623
Gemini 2.5,accident,54,0.721826463,0.55506762
Gemini 2.5,accident,108,0.757738215,0.624094466
Gemini 2.5,accident,108,0.74256487,0.654736069
Gemini 2.5,accident,108,0.693684034,0.534751776
Gemini 2.5,accident,108,0.60763063,0.556414936
Gemini 2.5,accident,108,0.706815524,0.574099227
Gemini 2.5,accident,108,0.696841249,0.579171153
Gemini 2.5,accident,108,0.752444151,0.511824893
Gemini 2.5,accident,108,0.759871739,0.6435706
Gemini 2.5,accident,108,0.669997047,0.70655068
Gemini 2.5,accident,108,0.803991722,0.562139126
Gemini 2.5,accident,108,0.689546632,0.561842268
Gemini 2.5,accident,108,0.763941813,0.560827693
Gemini 2.5,accident,108,0.690700523,0.524506527
Gemini 2.5,accident,108,0.671456455,0.50090776
Gemini 2.5,accident,108,0.643065678,0.63432707
Gemini 2.5,accident,108,0.635233891,0.492433199
Gemini 2.5,accident,108,0.725614575,0.579550576
Gemini 2.5,accident,108,0.65816266,0.761747469
Gemini 2.5,accident,108,0.736891004,0.562811202
Gemini 2.5,accident,108,0.65991352,0.657797498
Gemini 2.5,accident,108,0.714016211,0.711947451
Gemini 2.5,accident,108,0.661195454,0.564818025
Gemini 2.5,accident,108,0.747604976,0.606797144
Gemini 2.5,accident,108,0.668279087,0.634140581
Gemini 2.5,accident,108,0.75577933,0.580917452
Gemini 2.5,accident,108,0.71234759,0.561021848
Gemini 2.5,accident,108,0.558001939,0.521402706
Gemini 2.5,accident,108,0.724325796,0.591232688
Gemini 2.5,accident,108,0.664099997,0.541716106
Gemini 2.5,accident,108,0.76532605,0.579013436
Gemini 2.5,accident,108,0.622274966,0.525283101
Gemini 2.5,accident,108,0.70797663,0.494288868
Gemini 2.5,accident,108,0.720331146,0.520240478
Gemini 2.5,accident,108,0.662058648,0.660819148
Gemini 2.5,accident,108,0.61796185,0.662590766
Gemini 2.5,accident,108,0.577235423,0.604968157
Gemini 2.5,accident,108,0.691420612,0.569171115
Gemini 2.5,accident,108,0.710396319,0.632675474
Gemini 2.5,accident,108,0.629903502,0.55820014
Gemini 2.5,accident,108,0.747850678,0.543413384
Gemini 2.5,accident,108,0.691289653,0.608501946
Gemini 2.5,accident,108,0.719083879,0.553169341
Gemini 2.5,accident,108,0.722713672,0.522592647
Gemini 2.5,accident,108,0.687395154,0.572555748
Gemini 2.5,accident,108,0.794348005,0.526894429
Gemini 2.5,accident,108,0.697650562,0.652300905
Gemini 2.5,accident,108,0.636913688,0.699716222
Gemini 2.5,accident,108,0.605527407,0.530596219
Gemini 2.5,accident,108,0.745418064,0.396348434
Gemini 2.5,accident,108,0.72516778,0.588561854
Gemini 2.5,ambush,27,0.634674451,0.499933779
Gemini 2.5,ambush,27,0.679134498,0.469959523
Gemini 2.5,ambush,27,0.682243513,0.58316511
Gemini 2.5,ambush,27,0.633134734,0.426202942
Gemini 2.5,ambush,27,0.641911936,0.465966488
Gemini 2.5,ambush,27,0.684110373,0.488127224
Gemini 2.5,ambush,27,0.625718028,0.439236856
Gemini 2.5,ambush,27,0.596331252,0.447731978
Gemini 2.5,ambush,27,0.700156469,0.461329073
Gemini 2.5,ambush,27,0.747452829,0.404138129
Gemini 2.5,ambush,27,0.654228818,0.467017903
Gemini 2.5,ambush,27,0.620097111,0.533655806
Gemini 2.5,ambush,27,0.640474219,0.444734004
Gemini 2.5,ambush,27,0.622730897,0.479462611
Gemini 2.5,ambush,27,0.632144587,0.519632489
Gemini 2.5,ambush,27,0.621729802,0.541978292
Gemini 2.5,ambush,27,0.639882961,0.488840829
Gemini 2.5,ambush,27,0.581574845,0.475165383
Gemini 2.5,ambush,27,0.680165902,0.532475936
Gemini 2.5,ambush,27,0.613048462,0.544003549
Gemini 2.5,ambush,27,0.676094845,0.500941649
Gemini 2.5,ambush,27,0.627486374,0.473686441
Gemini 2.5,ambush,27,0.691157117,0.508556722
Gemini 2.5,ambush,27,0.673014116,0.522454162
Gemini 2.5,ambush,27,0.666649362,0.428043521
Gemini 2.5,ambush,27,0.627317456,0.530438896
Gemini 2.5,ambush,27,0.629145863,0.480538044
Gemini 2.5,ambush,27,0.601008946,0.506299385
Gemini 2.5,ambush,27,0.694341811,0.431549157
Gemini 2.5,ambush,27,0.62351799,0.505078325
Gemini 2.5,ambush,27,0.689238099,0.514836692
Gemini 2.5,ambush,27,0.645627219,0.48303632
Gemini 2.5,ambush,27,0.624821951,0.512604355
Gemini 2.5,ambush,27,0.547321904,0.47827168
Gemini 2.5,ambush,27,0.659892744,0.518748692
Gemini 2.5,ambush,27,0.647057421,0.474194381
Gemini 2.5,ambush,27,0.671781567,0.522376414
Gemini 2.5,ambush,27,0.65289347,0.497290621
Gemini 2.5,ambush,27,0.637529039,0.487168114
Gemini 2.5,ambush,27,0.636449985,0.524810058
Gemini 2.5,ambush,27,0.660066432,0.547914736
Gemini 2.5,ambush,27,0.602624786,0.424961611
Gemini 2.5,ambush,27,0.617560007,0.50833765
Gemini 2.5,ambush,27,0.559529621,0.440944327
Gemini 2.5,ambush,27,0.609443061,0.508856089
Gemini 2.5,ambush,27,0.592946296,0.526995458
